,gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
33,AASDHPPT,chr11:105948291-105969419,18267,2861,252.80783809099998,1975.19216191,0.206332811796,10.2928699687,0.0200461885191
34,AASS,chr7:121713597-121784344,64876,5871,78.8823814179,262.11761858200003,0.018127626260299998,0.6656242316650001,0.0272340239402
35,AATF,chr17:35306174-35414171,105856,2141,470.38882345699994,5255.61117654,0.06625009504099999,36.5975110697,0.00181023498879
36,AATK,chr17:79091095-79139872,9564,5042,0.224489795918,53.7755102041,0.000349946801367,0.159010824237,0.0022007734570700004
37,AATK-AS1,chr17:79139306-79156964,16081,1577,5.0,0.0,0.00463555718509,0.0,inf
38,ABAT,chr16:8768443-8878432,58952,4689,0.0,0.0,0.0,0.0,
39,ABCA1,chr9:107543283-107690527,136742,10502,181.72135535299998,1220.27864465,0.0198129448309,1.7323354296400002,0.0114371296066
40,ABCA10,chr17:67144147-67240956,90478,6331,32.7396319887,46.2603680113,0.00539480550449,0.10893859264599999,0.0495215274355
41,ABCA11P,chr4:419223-467998,46880,1895,154.481143984,153.518856016,0.049128427609400005,1.2078068873,0.040675730637199994
42,ABCA12,chr2:215796265-216003151,92404,7895,28.0,0.0,0.00451764655776,0.0,inf
43,ABCA13,chr7:48211056-48687091,458851,17184,4.0,0.0,0.000129967061366,0.0,inf
44,ABCA17P,chr16:2390922-2476700,81590,4188,0.0,0.0,0.0,0.0,
45,ABCA2,chr9:139901685-139923374,12901,7940,145.134815703,6402.8651843,0.167723231433,12.0226123937,0.0139506478244
46,ABCA3,chr16:2325878-2390747,58246,6623,0.0,0.0,0.0,0.0,
47,ABCA4,chr1:94458393-94586705,120987,7325,3.7722222222199995,1.22777777778,0.000464840063335,0.00249894748815,0.18601433825199998
48,ABCA5,chr17:67240575-67323323,61950,8046,50.947027310600006,923.052972689,0.012260905028799998,1.7103759753499999,0.00716854376204
49,ABCA6,chr17:67074846-67138015,57873,5296,3.21111111111,10.7888888889,0.0008272262898260001,0.030372024016299997,0.0272364558049
50,ABCA7,chr19:1040101-1065570,18651,6818,537.34906297,8343.65093703,0.42953579811399994,18.2450106181,0.023542644457900004
51,ABCA8,chr17:66863427-66951533,82102,5708,0.0,0.0,0.0,0.0,
52,ABCA9,chr17:66970772-67057136,80063,6301,0.0,4.0,0.0,0.00946445263843,0.0
53,ABCB1,chr7:87133178-87342639,204745,4716,207.54273494900002,1286.45726505,0.015112601169999998,4.06692869537,0.0037159739700500004
54,ABCB10,chr1:229652328-229694442,38257,3857,373.503133377,1922.49686662,0.145555402374,7.431234948989999,0.019586973547900004
55,ABCB11,chr2:169779448-169887833,103610,4775,0.0,0.0,0.0,0.0,
56,ABCB4,chr7:87031360-87105019,69671,3826,83.5305763277,103.469423672,0.017874686122299997,0.403192137915,0.04433292329250001
57,ABCB5,chr7:20655244-20796637,10805,726,0.0,0.0,0.0,0.0,
58,ABCB6,chr2:220074487-220083712,6207,3018,67.7294548725,313.270545128,0.162682495359,1.5475522390399998,0.10512245807
59,ABCB7,chrX:74273006-74376175,100641,2327,239.315371555,1404.68462844,0.0354519919499,8.99968766003,0.00393924692601
60,ABCB8,chr7:150725508-150744869,14626,4296,533.476208398,1827.5237915999996,0.54379408248,6.3422558456099996,0.0857414295034
61,ABCB9,chr12:123405497-123451056,33988,2032,97.68664051610001,163.313359484,0.0428503679297,1.19823775526,0.03576115653319999
62,ABCC1,chr16:16043433-16236930,186934,6563,790.052683895,8207.94731611,0.0630104736569,18.6456336321,0.00337936885923
63,ABCC10,chr6:43395291-43418163,13587,4652,472.415494056,2837.58450594,0.518376790125,9.093981965689999,0.0570021792522
64,ABCC11,chr16:48200821-48269088,60499,4416,0.0,2.0,0.0,0.00675220970049,0.0
65,ABCC12,chr16:48116883-48180681,58630,5168,0.0,0.0,0.0,0.0,
66,ABCC13,chr21:15646119-15673692,16775,712,0.0,1.0,0.0,0.020939436824,0.0
67,ABCC2,chr10:101542354-101611949,64149,5446,40.0435394671,223.95646053299998,0.009306525205290002,0.613099481369,0.015179470034000001
68,ABCC3,chr17:48712217-48769063,31186,1780,0.0,0.0,0.0,0.0,
69,ABCC4,chr13:95672082-95953687,202600,2654,43.7669401429,307.233059857,0.0032207108371599996,1.72588565183,0.0018661206399999998
70,ABCC5,chr3:183637723-183735727,32214,756,236.142184592,347.857815408,0.10928836100099999,6.86001334077,0.015931216977600002
71,ABCC5-AS1,chr3:183724125-183729207,4613,469,0.0,0.0,0.0,0.0,
72,ABCC6,chr16:16243421-16317328,1567,256,0.0,0.0,0.0,0.0,
73,ABCC6P1,chr16:18582569-18609607,24314,2724,0.0,0.0,0.0,0.0,
74,ABCC6P2,chr16:14916288-14918559,1565,706,0.0,0.0,0.0,0.0,
75,ABCC8,chr11:17414431-17498392,79037,4921,0.0,0.0,0.0,0.0,
76,ABCC9,chr12:21950323-22089628,126851,4532,0.0,0.0,0.0,0.0,
77,ABCD1,chrX:152990322-153010216,16230,3664,265.837368763,1395.16263124,0.244198223631,5.676940742490001,0.04301581339459999
78,ABCD2,chr12:39945021-40013843,63481,5341,1123.25014822,3059.74985178,0.263801776397,8.54099239237,0.030886548574
79,ABCD3,chr1:94883932-94984219,59361,786,187.53374090900002,404.466259091,0.047100248566100004,7.67193196428,0.0061392943505500005
80,ABCD4,chr14:74751979-74769767,14631,3029,989.2504067919999,2318.74959321,1.00803872832,11.4129934499,0.0883237805002
81,ABCE1,chr4:146019155-146050676,27327,4191,291.28890535700003,6670.71109464,0.158919422163,23.7300941729,0.00669695707929
82,ABCF1,chr6:30539169-30559309,16676,3350,185.694778632,5246.30522137,0.166017089771,23.348217862800002,0.00711048229661
83,ABCF2,chr7:150904922-150924460,11195,2122,103.723586215,2483.27641379,0.138133309358,17.4471572211,0.00791723875744
84,ABCF3,chr3:183903862-183911795,5361,2572,473.204257299,2753.7957426999997,1.3159755685899999,15.962677904400001,0.0824407769466
85,ABCG1,chr21:43619798-43717354,74351,2811,349.713639635,1341.28636037,0.0701246566219,7.113865555349999,0.00985746161159
86,ABCG2,chr4:89011415-89152474,64165,3947,2.5195238095200003,37.4804761905,0.000585416904245,0.141573824445,0.00413506456111
87,ABCG4,chr11:119019749-119033374,9465,3511,1.0,0.0,0.00157515890319,0.0,inf
88,ABCG5,chr2:44039610-44065958,23608,2740,1.78333333333,0.21666666666700002,0.00112620725672,0.0011789259564700001,0.9552824335950001
89,ABCG8,chr2:44066102-44105605,36838,2665,1.0,0.0,0.00040471467014199997,0.0,inf
90,ABHD1,chr2:27346656-27353680,5578,1446,15.214443333499998,26.7855566665,0.040665165829199997,0.276170555871,0.147246565446
91,ABHD10,chr3:111697722-111712215,11687,2458,395.00030989,1577.99969011,0.5038942271329999,9.57128009413,0.0526464822027
92,ABHD11,chr7:73150424-73153190,1121,1270,70.34680200609999,340.65319799400004,0.935586048582,3.9990215088300003,0.23395374256299997
93,ABHD12,chr20:25275378-25371618,88662,1436,250.088829273,927.911170727,0.0420534625832,9.633785086669999,0.0043652066352799996
94,ABHD12B,chr14:51338877-51371688,31103,1477,1.4213483146099999,0.578651685393,0.000681307593026,0.00584092618245,0.116643760209
95,ABHD13,chr13:108870762-108886603,10539,5302,749.8459886439999,3228.15401136,1.06076127975,9.07735903602,0.11685791820599999
96,ABHD14A,chr3:52009041-52015216,5067,1108,0.0,0.0,0.0,0.0,
97,ABHD14A-ACY1,chr3:52009041-52023218,12298,1879,6.0,0.0,0.0072738066443400005,0.0,inf
98,ABHD14B,chr3:52002525-52008646,3684,2004,32.5144684253,6161.48553157,0.131583679726,45.8387436954,0.00287057779332
99,ABHD15,chr17:27887688-27894042,2999,3355,31.6111111111,2026.38888889,0.157147792998,9.00482467638,0.0174515105675
100,ABHD16A,chr6:31654725-31671137,13855,1684,328.206842586,2280.79315741,0.3531718592,20.1924401725,0.017490301131599998
101,ABHD17A,chr19:1876974-1885518,6828,1563,4087.12878938,10713.8712106,8.92421040635,102.19565559899999,0.08732475323010001
102,ABHD17B,chr9:74477367-74526148,42977,1457,174.73644161,878.26355839,0.0606167128491,8.9869081253,0.0067450019521699996
103,ABHD17C,chr15:80987651-81047962,57951,2360,5.538351254480001,195.46164874599998,0.00142483492633,1.23479409913,0.00115390487154
104,ABHD2,chr15:89631380-89745591,105078,8735,165.610628291,6014.38937171,0.0234974858809,10.2653467103,0.00228901044886
105,ABHD3,chr18:19230857-19284766,47071,2064,664.862828293,1086.95514881,0.210583150369,7.8513967113800005,0.026821106882099998
106,ABHD4,chr14:23067146-23081265,11610,2509,63.296469136800006,770.7035308630001,0.0812816021249,4.57964356354,0.0177484559655
107,ABHD5,chr3:43732374-43764217,26490,5353,45.2124993859,438.787500614,0.025446118666599998,1.22208663582,0.0208218614955
108,ABHD6,chr3:58223258-58280461,54810,2393,49.4786160965,219.521383904,0.013458688221,1.3676630817500002,0.00984064598994
109,ABHD8,chr19:17402939-17414282,9253,2090,163.411822465,553.588177535,0.26329699463399997,3.94898524643,0.06667459567549999
110,ABI1,chr10:27035524-27150016,110716,3188,2491.29732968,6583.70267032,0.335475003502,30.7890924112,0.010895904271
111,ABI2,chr2:204192961-204296896,58763,6038,65.9916636171,3607.00833638,0.0167428778161,8.90633502923,0.0018798841230599998
112,ABI3,chr17:47287588-47300587,10890,2091,0.0,0.0,0.0,0.0,
113,ABI3BP,chr3:100468178-100712334,239683,4473,13.087769258900002,4.91223074115,0.0008140918150419999,0.0163728714133,0.049721994053
114,ABL1,chr9:133589267-133763062,46844,5306,154.911443846,2981.08855615,0.0493031332702,8.37630769462,0.00588602222694
115,ABL2,chr1:179068461-179198819,30593,1431,0.0,0.0,0.0,0.0,
116,ABLIM1,chr10:116190868-116444414,88873,6488,2513.09533672,33520.9046633,0.421583994437,77.0282232154,0.00547311072278
117,ABLIM2,chr4:7967036-8160559,62734,685,11.7888888889,36.2111111111,0.0028016564894499997,0.788127116332,0.00355482818874
118,ABLIM3,chr5:148521053-148639999,114611,4335,3.0,4.0,0.000390247332769,0.013756751113,0.0283676959454
119,ABO,chr9:136130562-136150630,18489,1579,11.15,2.85,0.0089909676596,0.0269096296411,0.334117108988
120,ABR,chr17:906757-1090616,24729,3351,697.372510714,4403.62748929,0.42043925727700004,19.592106678900002,0.021459624744099997
121,ABRA,chr8:107771710-107782472,8008,2754,1.0,1.0,0.00186174812921,0.0054135363176,0.343906093906
122,ABRACL,chr6:139349818-139364439,13776,845,286.730465897,3304.2695341,0.310309946794,58.299354708900005,0.00532269951088
123,ABT1,chr6:26597170-26600277,844,2263,150.965351227,3146.03464877,2.66673478372,20.7264029903,0.128663655964
124,ABTB1,chr3:127391780-127399769,5967,1941,1396.51593308,4645.48406692,3.4892721793,35.6821019768,0.0977877419208
125,ABTB2,chr11:34172533-34379555,202119,4903,248.909912833,93.0900871667,0.0183603113858,0.283065235041,0.0648624737796
126,AC093375.1,chr2:156877046-157111432,232590,1746,107.291262136,18.7087378641,0.00687730533104,0.15975160905400002,0.043049990994
127,ACAA1,chr3:38164200-38178733,12546,1497,316.525021195,3723.4749788000004,0.37613847022,37.0827241069,0.0101432265099
128,ACAA2,chr18:47309873-47340251,28444,1934,273.817652124,2665.18234788,0.14352110282299999,20.5454401175,0.0069855453084700005
129,ACACA,chr17:35441926-35766902,205029,9138,228.126147118,1491.87385288,0.0165884100707,2.43403007045,0.00681520342419
130,ACACB,chr12:109577201-109706030,119580,9249,268.849898132,2680.15010187,0.0335194063007,4.32025447299,0.00775866479864
131,ACAD10,chr12:112123856-112194911,66948,4014,516.932133315,1787.06786668,0.11511738418600001,6.6375631845,0.0173433202797
132,ACAD11,chr3:132276981-132378975,98438,3556,0.0,0.0,0.0,0.0,
133,ACAD8,chr11:134123433-134135746,10112,2201,1078.61867545,1555.38132455,1.5902883049399998,10.5356619698,0.15094336829500002
134,ACAD9,chr3:128598332-128631957,30874,2575,311.39592282,885.60407718,0.150371320212,5.127520017519999,0.0293263253382
135,ACADL,chr2:211052715-211090215,35010,2490,0.9777777777779999,1.02222222222,0.00041638305044400004,0.0061205572053500005,0.0680302522261
136,ACADM,chr1:76190031-76229363,36599,2352,311.570896695,2012.4291033,0.126920757523,12.7564039264,0.00994957185858
137,ACADS,chr12:121163570-121177811,12324,1917,138.023029107,866.976970893,0.16697246370899999,6.742647246230001,0.0247636362413
138,ACADSB,chr10:124768428-124817806,43437,5941,306.812937034,3846.18706297,0.10530738678099999,9.65196727907,0.010910458327899998
139,ACADVL,chr17:7120443-7128586,3070,2010,606.424537353,4890.57546265,2.9449869906700004,36.275123335500005,0.0811847547267
140,ACAN,chr15:89346673-89418585,63072,8543,35.269572936100005,14.7304270639,0.00833697672413,0.025706912675799998,0.324308750306
141,ACAP1,chr17:7239847-7254793,12438,2508,2666.01006521,21749.9899348,3.1956280370499996,129.29344840299999,0.0247160863641
142,ACAP2,chr3:194995464-195163817,161183,7170,637.2163462240001,10076.7836538,0.0589403436751,20.9530750895,0.00281296866562
143,ACAP3,chr1:1227763-1243269,11747,3759,578.576382955,2354.42361705,0.7343087849269999,9.338073121910002,0.0786360071656
144,ACAT1,chr11:107992257-108018891,24500,2134,212.968618504,1420.0313815,0.129596872165,9.92084164454,0.0130630925086
145,ACAT2,chr6:160182988-160200087,15548,1551,123.209376069,935.790623931,0.11814469268,8.9952219207,0.0131341609714
146,ACBD3,chr1:226332379-226374423,38479,3565,210.925019429,3121.07498057,0.0817239428436,13.052378483499998,0.006261229931929999
147,ACBD4,chr17:43209966-43221543,5611,928,120.91618656200001,555.083813438,0.321284048628,8.917755840269999,0.036027455156099994
148,ACBD5,chr10:27484142-27531068,41492,3444,418.54866846199997,2340.45133154,0.150392641028,10.1316799509,0.014843801004000002
149,ACBD6,chr1:180257351-180472022,213055,1616,0.0,0.0,0.0,0.0,
150,ACBD7,chr10:15117473-15130775,9932,3370,5.0,56.0,0.007505476751249999,0.247743983693,0.0302952937115
151,ACCS,chr11:44087728-44105569,15585,1794,302.680144809,240.319855191,0.289549031781,1.99715699378,0.144980606274
152,ACCSL,chr11:44069530-44081527,10177,1820,0.0,0.0,0.0,0.0,
153,ACD,chr16:67691414-67694718,1238,2018,58.2171294727,1563.78287053,0.701092197191,11.5531464956,0.060684091338800004
154,ACE,chr17:61554421-61575741,10300,2891,0.0,0.0,0.0,0.0,
155,ACE2,chrX:15579155-15620192,37530,3507,0.0,1.0,0.0,0.004251177364889999,0.0
156,ACER1,chr19:6306509-6333640,26043,1088,50.993046120500004,68.0069538795,0.029192072933400003,0.9319002277740001,0.0313253200969
157,ACER2,chr9:19408924-19452500,40724,2852,42.1422370898,145.85776291,0.0154280894398,0.7624739625399999,0.020234250869999998
158,ACER3,chr11:76571916-76734850,158547,4387,138.323010085,384.676989915,0.013007127368299998,1.3072948948999998,0.009949650548639999
159,ACHE,chr7:100487614-100493592,2970,1940,0.5,1.5,0.0025099122927100003,0.011527483777299998,0.21773288440000002
160,ACIN1,chr14:23527773-23564823,10488,2273,3640.67015907,7700.32984093,5.175277550390001,50.5073849549,0.102465759314
161,ACKR2,chr3:42850963-42908775,54852,2960,9.76422764228,6.235772357719999,0.0026539358387899998,0.031408235023400004,0.08449808901440001
162,ACKR3,chr2:237478379-237490994,10515,2100,25.5,200.5,0.0361556267215,1.4234429729700002,0.025400123087400004
163,ACLY,chr17:40023178-40075272,47741,4323,406.338624044,12158.661376,0.12689414521,41.9319943288,0.0030261891245999995
164,ACMSD,chr2:135596185-135659602,62167,1250,150.098366013,0.901633986928,0.0359965637684,0.010753881624200002,3.3473089091299997
165,ACN9,chr7:96745904-96811075,63114,2057,21.6974843025,756.302515697,0.00512541066128,5.481586148790001,0.0009350232801519999
166,ACO1,chr9:32384600-32450832,62612,3548,476.33645114800004,530.663548852,0.113423026294,2.22987560582,0.0508651809985
167,ACO2,chr22:41865128-41924993,57124,2741,433.642630505,3667.3573695,0.113177044947,19.947532776400003,0.00567373650744
168,ACOT1,chr14:74003927-74010498,4968,1603,0.0,0.0,0.0,0.0,
169,ACOT11,chr1:55013806-55100417,59018,1805,0.0,7.0,0.0,0.057818367385499995,0.0
170,ACOT12,chr5:80625946-80689988,62053,1989,0.0,0.0,0.0,0.0,
171,ACOT13,chr6:24667262-24705295,33640,4104,178.01461474799999,702.985385252,0.0788941246978,2.55378266584,0.0308930457368
172,ACOT2,chr14:74034323-74042362,4821,1073,44.785541281,500.214458719,0.13849869669099998,6.950267333119999,0.019927103527400004
173,ACOT4,chr14:74058409-74062470,2429,1632,21.0864844574,315.913515543,0.129426037754,2.8859781762199996,0.044846506054800006
174,ACOT6,chr14:74083547-74086592,2041,1004,0.0,0.0,0.0,0.0,
175,ACOT7,chr1:6324331-6453826,93259,1295,42.1706966111,665.829303389,0.00674163151983,7.6654583253399995,0.0008794818566220001
176,ACOT8,chr20:44470359-44486048,12948,1171,200.230626896,597.040016075,0.230554077249,7.60136410673,0.0303306188221
177,ACOT9,chrX:23721776-23761407,37904,1700,245.522112865,1397.47788713,0.0965718519712,12.255781618,0.007879697515950001
178,ACOX1,chr17:73937588-73975515,25260,7423,61.3876398963,1518.05710035,0.0362320228209,3.0489734140499998,0.011883351509
179,ACOX2,chr3:58490862-58522929,29758,2309,10.0,2.0,0.00501004066761,0.0129137107135,0.38796290073299994
180,ACOX3,chr4:8368008-8442452,71570,2806,317.96837322,677.03162678,0.0662365796857,3.59721404686,0.0184132995209
181,ACOXL,chr2:111490149-111875799,383277,2373,21.6216607912,4.37833920877,0.000841048966986,0.027507850639,0.030574870353299997
182,ACP1,chr2:264868-278282,6955,213,87.1267460589,844.873253941,0.18676665942200002,59.1366813574,0.0031582201627700004
183,ACP2,chr11:47260852-47270457,2658,621,36.1784445421,203.821555458,0.202927032642,4.89331869842,0.041470226067
184,ACP5,chr19:11685474-11689801,1605,1415,36.5165682293,1485.48343177,0.339203176267,15.651514324,0.0216722273158
185,ACP6,chr1:147119167-147142634,21659,1808,0.0,0.0,0.0,0.0,
186,ACPP,chr3:132036210-132087146,38261,1129,14.2111111111,40.7888888889,0.00553753786562,0.53863295815,0.0102807260154
187,ACPT,chr19:51293671-51298481,3463,1347,17.0270214544,3.9729785456,0.07330459223569999,0.0439737613068,1.66700755308
188,ACR,chr22:51176651-51183727,5706,1370,0.0,1.0,0.0,0.010882393444299998,0.0
189,ACRBP,chr12:6747241-6756580,7453,1886,45.481946825,126.518053175,0.09098146286699998,1.0001284986599999,0.0909697733733
190,ACRC,chrX:70797873-70833433,32382,3178,0.0,0.0,0.0,0.0,
191,ACRV1,chr11:125542228-125550793,7390,908,4.125,1.875,0.008321938559140001,0.030786506784200002,0.27031123139400004
192,ACSBG1,chr15:78463186-78527049,60883,2968,8.47886178862,7.52113821138,0.0020762827821,0.037780235739999994,0.054956850888700004
193,ACSBG2,chr19:6135643-6193114,54682,2370,70.01172947810001,5.98827052191,0.0190884825844,0.0376702112836,0.506726188516
194,ACSF2,chr17:48503518-48552206,5487,774,0.0,0.0,0.0,0.0,
195,ACSF3,chr16:89160216-89222254,16750,2004,620.940636401,682.059363599,0.552688288113,5.07422182408,0.108920797567
196,ACSL1,chr4:185676748-185747268,46060,3479,256.860399484,838.1396005160001,0.0831415679676,3.59175679933,0.023147883504599998
197,ACSL3,chr2:223725731-223808119,78027,4254,452.40939775199996,1642.59060225,0.0864433718841,5.75674296336,0.0150160207663
198,ACSL4,chrX:108884563-108976621,86723,5023,374.02911371199997,3061.97088629,0.0643007599576,9.088304499780001,0.00707511065008
199,ACSL5,chr10:114133915-114188138,48829,3103,804.4146510119999,6389.58534899,0.24561061485599997,30.6998243466,0.00800039153588
200,ACSL6,chr5:131285666-131347761,53396,6155,342.127508397,2412.51476821,0.0955265868538,5.8436865653900005,0.016346973059700003
201,ACSM1,chr16:20634558-20702578,65969,2051,23.4450885668,17.5549114332,0.00529854915225,0.127608020839,0.0415220698309
202,ACSM2A,chr16:20462858-20498991,33169,2964,0.0,0.0,0.0,0.0,
203,ACSM2B,chr16:20548082-20587695,37172,2406,0.0,0.0,0.0,0.0,
204,ACSM3,chr16:20775311-20808479,20758,1411,10.0,142.0,0.007182232883069999,1.50039746325,0.00478688684763
205,ACSM4,chr12:7456927-7480969,22299,1743,0.0,0.0,0.0,0.0,
206,ACSM5,chr16:20420855-20452281,29007,2419,0.0,0.0,0.0,0.0,
207,ACSS1,chr20:24986865-25038818,22968,1921,876.878723183,3433.12127682,0.569195349965,26.644450688499997,0.0213626228073
208,ACSS2,chr20:33462765-33515769,48424,2680,235.960752311,1233.03924769,0.0726480734627,6.85941528697,0.0105910008978
209,ACSS3,chr12:81471808-81649582,174741,3033,0.0,0.0,0.0,0.0,
210,ACTA1,chr1:229566992-229569843,1359,1492,3.4375,2.5625,0.0377110166495,0.025605899789100002,1.4727471778
211,ACTA2,chr10:90694830-90751147,16351,1306,309.886779483,271.113220517,0.282555470907,3.0949419640599998,0.0912958867041
212,ACTB,chr7:5566778-5570232,1642,1812,2393.75376793,208460.246232,21.7345830248,1715.18134177,0.0126718863455
213,ACTC1,chr15:35080296-35087927,3938,3693,0.0,0.0,0.0,0.0,
214,ACTG1,chr17:79476996-79479892,791,1837,87.01893436629999,75392.9810656,1.64014508825,611.880693285,0.00268049818575
215,ACTG2,chr2:74120092-74146780,25357,1202,1.0,15.0,0.000587959104732,0.186050902895,0.0031602055974
216,ACTL6A,chr3:179280707-179306193,23580,1714,467.631453679,1501.36854632,0.295668395599,13.059347736,0.0226403647085
217,ACTL6B,chr7:100240725-100254084,11828,1531,1.39520958084,0.6047904191619999,0.0017586245220199998,0.00588944950421,0.298605925861
218,ACTL8,chr1:18081807-18153558,69890,1861,0.0,0.0,0.0,0.0,
219,ACTN1,chr14:69340839-69446083,101453,3644,1930.11376917,8212.88623083,0.283637079996,33.6017912211,0.008441129763880001
220,ACTN1-AS1,chr14:69446398-69454180,7183,599,7.51484071484,6.48515928516,0.015597640409600001,0.161413113855,0.0966318041767
221,ACTN2,chr1:236849753-236927927,73064,4827,0.0,1.0,0.0,0.0030886428462200003,0.0
222,ACTN3,chr11:66313865-66330800,13550,2695,0.434782608696,13.565217391300001,0.000478385336714,0.0750434823559,0.00637477528621
223,ACTN4,chr19:39138266-39221171,78951,3954,590.121738474,10795.8782615,0.11143688623600001,40.7067382148,0.0027375538085999997
224,ACTR10,chr14:58666832-58702353,33080,2441,362.30547310000003,2405.6945269000003,0.163288043115,14.6932440219,0.011113137634700001
225,ACTR1A,chr10:104238985-104262512,20654,2873,204.62255203200002,4119.37744797,0.147704699948,21.3767142374,0.0069096072627500005
226,ACTR1B,chr2:98272401-98280561,5902,2258,789.630150801,6228.3698492,1.99466289187,41.1240091078,0.048503609816899995
227,ACTR2,chr2:65454828-65498390,39625,3922,525.730176228,38187.2698238,0.197805617511,145.16302546100002,0.0013626446327000001
228,ACTR3,chr2:114647510-114719129,65464,5185,777.9900055589999,17859.0099944,0.177180723308,51.351556297100004,0.00345034768338
229,ACTR3B,chr7:152456833-152552464,93414,1826,70.3254958846,394.674504115,0.0112239526203,3.2224284959500005,0.0034830726684499996
230,ACTR3C,chr7:149944300-150020758,54550,1080,39.7034482759,23.2965517241,0.0108512173597,0.32159765852600003,0.0337415931739
231,ACTR5,chr20:37377096-37401089,21514,2479,574.257067233,988.742932767,0.397951526495,5.94636900572,0.0669234496062
232,ACTR6,chr12:100593864-100618202,21719,1775,145.741642134,2271.25835787,0.100043487756,19.0771358184,0.005244156602340001
233,ACTR8,chr3:53901093-53916229,11508,3628,104.926387013,1533.07361299,0.135934550733,6.30000248698,0.021576904297199998
234,ACTRT3,chr3:169484710-169487683,970,2003,0.0,5.0,0.0,0.0372163729872,0.0
235,ACVR1,chr2:158592957-158732374,135621,2797,458.405163819,1783.59483618,0.0503926908732,9.50711463388,0.00530052416677
236,ACVR1B,chr12:52345450-52390863,39061,4396,137.484442726,1056.51555727,0.052475331495699995,3.58313526496,0.0146450880627
