,gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
61,ABCB9,chr12:123405497-123451056,33988,2032,116.045407185,180.954592815,0.04483113441980001,1.16929283415,0.0383403824181
62,ABCC1,chr16:16043433-16236930,183633,6563,2075.2489653000002,11724.1772965,0.148387342846,23.4561837131,0.006326150266399999
63,ABCC10,chr6:43395291-43418163,13587,4652,815.277296762,3857.72270324,0.7878783278899999,10.8885157143,0.07235865278260001
64,ABCC11,chr16:48200821-48269088,60499,4416,0.0,2.0,0.0,0.00594673125525,0.0
65,ABCC12,chr16:48116883-48180681,58630,5168,0.0,0.0,0.0,0.0,
66,ABCC13,chr21:15646119-15673692,16775,712,0.0,2.0,0.0,0.0368830972236,0.0
67,ABCC2,chr10:101542354-101611949,59986,5446,53.8857361963,380.653118615,0.011795091080700001,0.917760023819,0.0128520427721
68,ABCC3,chr17:48712217-48769063,31186,1780,0.0,0.0,0.0,0.0,
69,ABCC4,chr13:95672082-95953687,202600,2654,52.412848278999995,248.587151721,0.00339684477625,1.2298584832,0.0027619801974299997
70,ABCC5,chr3:183637723-183735727,32214,756,569.700366443,467.299633557,0.23220909496999997,8.116167966739999,0.0286106812872
71,ABCC5-AS1,chr3:183724125-183729207,4613,469,0.0,0.0,0.0,0.0,
72,ABCC6,chr16:16243421-16317328,1567,256,0.0,0.0,0.0,0.0,
73,ABCC6P1,chr16:18582569-18609607,24314,2724,0.0,0.0,0.0,0.0,
74,ABCC6P2,chr16:14916288-14918559,1565,706,0.0,0.0,0.0,0.0,
75,ABCC8,chr11:17414431-17498392,79037,4921,0.0,0.0,0.0,0.0,
76,ABCC9,chr12:21950323-22089628,126851,4532,0.0,0.0,0.0,0.0,
77,ABCD1,chrX:152990322-153010216,16230,3664,372.75852866800005,1350.24147133,0.301568829523,4.83875194777,0.062323680316199996
78,ABCD2,chr12:39945021-40013843,63481,5341,1423.97980781,3061.02019219,0.29453536818500003,7.525251133739999,0.0391396064995
79,ABCD3,chr1:94883932-94984219,59361,786,333.69511444799997,324.30488555200003,0.07381183821569999,5.41761734111,0.013624409693100002
80,ABCD4,chr14:74751979-74769767,14631,3029,1846.66374641,2813.33625359,1.6572620836200003,12.195503936800002,0.13589123436
81,ABCE1,chr4:146019155-146050676,27327,4191,615.179393013,6324.82060699,0.29558827551600003,19.8156321927,0.014916923802499999
82,ABCF1,chr6:30539169-30559309,16676,3350,254.09007858400003,4410.90992142,0.20006596004000002,17.288637293599997,0.011572106965
83,ABCF2,chr7:150904922-150924460,11195,2122,171.632959909,2255.36704009,0.20130472821400003,13.9556230754,0.0144246320732
84,ABCF3,chr3:183903862-183911795,5361,2572,892.6448015189999,3786.35519848,2.18630251449,19.3298182191,0.113105177178
85,ABCG1,chr21:43619798-43717354,74351,2811,423.96636338699994,1328.03363661,0.0748724370314,6.20334036635,0.0120696967456
86,ABCG2,chr4:89011415-89152474,64165,3947,11.0,83.0,0.00225098120046,0.276113949015,0.00815236321269
87,ABCG4,chr11:119019749-119033374,9465,3511,0.0,1.0,0.0,0.00373978428129,0.0
88,ABCG5,chr2:44039610-44065958,23608,2740,0.0,0.0,0.0,0.0,
89,ABCG8,chr2:44066102-44105605,36838,2665,1.0,0.0,0.00035643581659199996,0.0,inf
90,ABHD1,chr2:27346656-27353680,5578,1446,39.349022902399994,49.650977097600006,0.0926259817321,0.45085499746299995,0.205445170295
91,ABHD10,chr3:111697722-111712215,11687,2458,589.435127136,1108.56487286,0.6622322875,5.921839271970001,0.111828818225
92,ABHD11,chr7:73150424-73153190,1121,1270,119.942784104,365.057215896,1.40490155824,3.77428418885,0.372229934988
93,ABHD12,chr20:25275378-25371618,37501,1436,433.70125681,1329.29874319,0.15185364233100002,12.154736144300001,0.012493372174299999
94,ABHD12B,chr14:51338877-51371688,31103,1477,0.0,0.0,0.0,0.0,
95,ABHD13,chr13:108870762-108886603,10539,5302,621.666274421,2857.33372558,0.774524721498,7.076175983760001,0.109455265567
96,ABHD14A,chr3:52009041-52015216,5067,1108,0.0,0.0,0.0,0.0,
97,ABHD14A-ACY1,chr3:52009041-52023218,12298,1879,10.0,0.0,0.0106768438865,0.0,inf
98,ABHD14B,chr3:52002525-52008646,3684,2004,115.754318079,6600.24568192,0.41256744987099997,43.2453847975,0.0095401498172
99,ABHD15,chr17:27887688-27894042,2999,3355,28.9646164646,1450.03538354,0.126814436939,5.674968520469999,0.0223462802447
100,ABHD16A,chr6:31654725-31671137,13855,1684,459.812892957,2648.18710704,0.435764649172,20.6482838139,0.021104158248700003
101,ABHD17A,chr19:1876974-1885518,6828,1563,10481.9655768,14378.034423199999,20.157032593,120.78636799700001,0.166881684807
102,ABHD17B,chr9:74477367-74526148,42977,1457,299.737007037,1269.26299296,0.09157599612,11.4385097683,0.0080059376593
103,ABHD17C,chr15:80987651-81047962,57951,2360,17.3630573248,156.636942675,0.00393407509762,0.8714843171340001,0.0045142236300499995
104,ABHD2,chr15:89631380-89745591,105078,8735,290.129235183,4531.87076482,0.0362540956696,6.81227213376,0.005321880124249999
105,ABHD3,chr18:19230857-19284766,47071,2064,854.396923395,1146.57837808,0.238332699674,7.294095348060001,0.0326747442008
106,ABHD4,chr14:23067146-23081265,11610,2509,74.5094174726,439.49058252699996,0.0842667665446,2.2999918305200002,0.036637854720300005
107,ABHD5,chr3:43732374-43764217,26490,5353,83.2198590122,372.780140988,0.0412498523863,0.9143930284280001,0.045111731065100004
108,ABHD6,chr3:58223258-58280461,54810,2393,83.4459801495,144.55401985,0.019990469745700002,0.793167400201,0.0252033426243
109,ABHD8,chr19:17402939-17414282,9253,2090,293.941509317,577.0584906830001,0.41711493383299997,3.6253582640900004,0.11505481760700001
110,ABI1,chr10:27035524-27150016,110716,3188,3847.99857207,5578.00142793,0.456354036817,22.9740567618,0.019863885666700002
111,ABI2,chr2:204192961-204296896,58763,6038,124.64306769,3093.35693231,0.027851048596099996,6.72688971108,0.0041402564621
112,ABI3,chr17:47287588-47300587,10890,2091,0.0,0.0,0.0,0.0,
113,ABI3BP,chr3:100468178-100712334,239683,4473,40.783783783800004,2.21621621622,0.00223422889996,0.00650564875228,0.34342906988000005
114,ABL1,chr9:133589267-133763062,46844,5306,264.483857199,3473.5161428,0.0741348783112,8.59566452366,0.00862468260681
115,ABL2,chr1:179068461-179198819,30593,1431,0.0,0.0,0.0,0.0,
116,ABLIM1,chr10:116190868-116444414,88873,6488,3795.3705256,34076.629474400004,0.5607402378,68.9641157695,0.00813089867887
117,ABLIM2,chr4:7967036-8160559,62734,685,11.695121951199999,28.304878048800003,0.0024478181832600005,0.5425604066499999,0.00451160488908
118,ABLIM3,chr5:148521053-148639999,114611,4335,0.0,12.0,0.0,0.03634707989369999,0.0
119,ABO,chr9:136130562-136150630,18489,1579,525.6078242469999,589.3921757530001,0.373272315215,4.90116831914,0.0761598645281
120,ABR,chr17:906757-1090616,24729,3351,1067.28811455,3940.71188545,0.566699069954,15.441078728099999,0.0367007435123
121,ABRA,chr8:107771710-107782472,8008,2754,7.0,0.0,0.011477607178,0.0,inf
122,ABRACL,chr6:139349818-139364439,13776,845,513.110980681,2464.88901932,0.48906384281000004,38.3016993122,0.0127687244063
123,ABT1,chr6:26597170-26600277,844,2263,292.118361397,4296.881638600001,4.54458039456,24.9313742606,0.182283589628
124,ABTB1,chr3:127391780-127399769,5967,1941,2636.60546538,7011.39453462,5.80184993402,47.4303415149,0.122323596008
125,ABTB2,chr11:34172533-34379555,202119,4903,297.98154960200003,78.0184503983,0.0193579611885,0.20893577493299997,0.09265029502389999
126,AC093375.1,chr2:156877046-157111432,232590,1746,228.371073371,40.6289266289,0.012892211921299999,0.305540293091,0.0421948011862
127,ACAA1,chr3:38164200-38178733,12546,1497,507.286092595,4914.71390741,0.5309150716809999,43.107597883000004,0.0123160439866
128,ACAA2,chr18:47309873-47340251,28444,1934,211.31458600099998,1338.685414,0.09754750968939999,9.088651335249999,0.010732891613000001
129,ACACA,chr17:35441926-35766902,205029,9138,344.922726705,1614.0772733,0.0220893989293,2.3192659403700002,0.00952430618017
130,ACACB,chr12:109577201-109706030,119580,9249,377.104916147,2585.89508385,0.0414076922037,3.6710770725999997,0.0112794396263
131,ACAD10,chr12:112123856-112194911,66948,4014,910.5451153439999,2529.45488466,0.178583464026,8.274217846119999,0.021583123305099997
132,ACAD11,chr3:132276981-132378975,98438,3556,0.0,0.0,0.0,0.0,
133,ACAD8,chr11:134123433-134135746,10112,2201,1774.75677562,2161.24322438,2.30451300498,12.893207838699999,0.178738529141
134,ACAD9,chr3:128598332-128631957,30874,2575,732.376120008,1232.62387999,0.311471745524,6.285368217669999,0.0495550514683
135,ACADL,chr2:211052715-211090215,35010,2490,0.0,0.0,0.0,0.0,
136,ACADM,chr1:76190031-76229363,36599,2352,369.21447633800005,1571.78552366,0.132460650293,8.77472164501,0.0150957096591
137,ACADS,chr12:121163570-121177811,12324,1917,264.219183605,1067.78081639,0.281507544146,7.313704050389999,0.0384904204773
138,ACADSB,chr10:124768428-124817806,43437,5941,486.287259931,2989.71274007,0.146997669776,6.6076539599199995,0.022246575057900002
139,ACADVL,chr17:7120443-7128586,3070,2010,1594.637574,7932.362426000001,6.82026106626,51.8183849091,0.131618557356
140,ACAN,chr15:89346673-89418585,63072,8543,20.696428571400002,11.3035714286,0.00430860010522,0.017373313559,0.248001055791
141,ACAP1,chr17:7239847-7254793,12438,2508,5809.21236547,35263.787634500004,6.132592139470001,184.62002550900002,0.0332173723981
142,ACAP2,chr3:194995464-195163817,161183,7170,723.9881163089999,7789.01188369,0.05897793795490001,14.26397576,0.004134747488869999
143,ACAP3,chr1:1227763-1243269,11747,3759,2239.64742184,5396.35257816,2.50339895836,18.849740372,0.13280814000399999
144,ACAT1,chr11:107992257-108018891,24500,2134,531.138855786,1006.86114421,0.284655363117,6.195160290669999,0.04594802228849999
145,ACAT2,chr6:160182988-160200087,15548,1551,174.819565065,623.180434935,0.147636208985,5.27569151951,0.027984238358
146,ACBD3,chr1:226332379-226374423,38479,3565,234.145575391,1922.85442461,0.0798986717871,7.08213584896,0.011281719737
147,ACBD4,chr17:43209966-43221543,5611,928,372.646795714,1087.35320429,0.8720361801309999,15.385090092899999,0.05668060276959999
148,ACBD5,chr10:27484142-27531068,41492,3444,373.665341343,1687.33465866,0.118248551541,6.4330283571399995,0.0183814752518
149,ACBD6,chr1:180257351-180472022,213055,1616,0.0,0.0,0.0,0.0,
150,ACBD7,chr10:15117473-15130775,9932,3370,3.9280967575199996,39.0719032425,0.00519305410407,0.152234136183,0.034112284105700004
151,ACCS,chr11:44087728-44105569,15585,1794,1267.92035236,899.07964764,1.06822453305,6.58041235888,0.16233398072799998
152,ACCSL,chr11:44069530-44081527,10177,1820,0.361111111111,0.638888888889,0.00046590616627599995,0.00460926129528,0.101080441405
153,ACD,chr16:67691414-67694718,1238,2018,94.9447200318,1563.05527997,1.0069955581299999,10.1702249103,0.0990140893649
154,ACE,chr17:61554421-61575741,10300,2891,0.0,0.0,0.0,0.0,
155,ACE2,chrX:15579155-15620192,37530,3507,0.0,0.0,0.0,0.0,
156,ACER1,chr19:6306509-6333640,26043,1088,134.153513033,139.846486967,0.0676376360177,1.6877186404100002,0.0400763696022
157,ACER2,chr9:19408924-19452500,40724,2852,66.9361360942,126.06386390600001,0.021581796421300002,0.580388066823,0.0371851139866
158,ACER3,chr11:76571916-76734850,93070,4387,99.55647601540001,259.443523985,0.0140454993182,0.7765198851199999,0.0180877522744
159,ACHE,chr7:100487614-100493592,2970,1940,0.0,4.0,0.0,0.027072953838400002,0.0
160,ACIN1,chr14:23527773-23564823,10488,2273,6260.82991016,10752.170089799998,7.838204823280001,62.111793746000004,0.126195112885
161,ACKR2,chr3:42850963-42908775,54852,2960,20.3291139241,12.670886075899999,0.004866350251180001,0.0562072912856,0.086578629567
162,ACKR3,chr2:237478379-237490994,10515,2100,42.5217391304,232.47826087,0.053098117364999996,1.45358500671,0.0365290761255
163,ACLY,chr17:40023178-40075272,47741,4323,448.004825195,8179.995174799999,0.12321641286599999,24.8453542462,0.00495933411315
164,ACMSD,chr2:135596185-135659602,62167,1250,142.211111111,0.788888888889,0.0300366158977,0.00828673035932,3.6246643242000003
165,ACN9,chr7:96745904-96811075,63114,2057,45.001673102,617.9983268980001,0.00936225221015,3.9448490449699998,0.00237328529012
166,ACO1,chr9:32384600-32450832,62612,3548,1601.63460269,550.365397306,0.33587930648000003,2.03678360846,0.164906721109
167,ACO2,chr22:41865128-41924993,57124,2741,1011.92493297,3822.07506703,0.232598584555,18.3091236776,0.012703971454399998
168,ACOT1,chr14:74003927-74010498,4968,1603,0.0,0.0,0.0,0.0,
169,ACOT11,chr1:55013806-55100417,59018,1805,2.43241436926,20.5675856307,0.0005411659381590001,0.149617877412,0.00361698713764
170,ACOT12,chr5:80625946-80689988,62053,1989,0.0,0.0,0.0,0.0,
171,ACOT13,chr6:24667262-24705295,33640,4104,180.103689284,547.896310716,0.07029816736210001,1.75294546569,0.0401028832546
172,ACOT2,chr14:74034323-74042362,4821,1073,78.9335291941,583.066470806,0.214981837627,7.13502875087,0.0301304795165
173,ACOT4,chr14:74058409-74062470,2429,1632,8.633215114630001,118.366784885,0.0466683481364,0.952329150766,0.049004430977300006
174,ACOT6,chr14:74083547-74086592,2041,1004,0.0,0.0,0.0,0.0,
175,ACOT7,chr1:6324331-6453826,93259,1295,32.5327868852,551.467213115,0.0045804473479799995,5.59148687718,0.000819182347842
176,ACOT8,chr20:44470359-44486048,12948,1171,545.905458591,678.520305302,0.553594959921,7.6082247808300005,0.072762697721
177,ACOT9,chrX:23721776-23761407,37904,1700,403.887217178,1502.11278282,0.139911188621,11.601950331900001,0.012059281812
178,ACOX1,chr17:73937588-73975515,25260,7423,121.42183215899999,1394.23189562,0.0631161961063,2.46622635575,0.0255922153938
179,ACOX2,chr3:58490862-58522929,29758,2309,15.096153846199998,1.90384615385,0.006661007996630001,0.010826430677200002,0.615254297121
180,ACOX3,chr4:8368008-8442452,71570,2806,506.139518872,692.8604811280001,0.09285741983560002,3.24216793075,0.0286405336858
181,ACOXL,chr2:111490149-111875799,383277,2373,15.8523489933,2.14765100671,0.000543073045277,0.011883472159400001,0.045699862632
182,ACP1,chr2:264868-278282,6955,213,129.133592131,854.8664078689999,0.243792016204,52.69823012729999,0.00462618982867
183,ACP2,chr11:47260852-47270457,2658,621,73.90635308729999,143.093646913,0.365093564132,3.02556253342,0.120669647413
184,ACP5,chr19:11685474-11689801,1605,1415,124.84509498799999,1704.15490501,1.0213482021100002,15.813573097,0.06458680753809999
185,ACP6,chr1:147119167-147142634,21659,1808,0.0,0.0,0.0,0.0,
186,ACPP,chr3:132036210-132087146,38261,1129,0.0,2.0,0.0,0.0232601994891,0.0
187,ACPT,chr19:51293671-51298481,3463,1347,25.4771145327,8.522885467330001,0.09659955577639999,0.08307999045350001,1.1627295002
188,ACR,chr22:51176651-51183727,5706,1370,0.0,1.0,0.0,0.009584220884379999,0.0
189,ACRBP,chr12:6747241-6756580,7453,1886,65.5261069437,160.473893056,0.115441145206,1.11722354984,0.103328599923
190,ACRC,chrX:70797873-70833433,32382,3178,0.0,0.0,0.0,0.0,
191,ACRV1,chr11:125542228-125550793,7390,908,1.0,0.0,0.0017767770787,0.0,inf
192,ACSBG1,chr15:78463186-78527049,60883,2968,4.11111111111,10.8888888889,0.000886626182148,0.048172263250099996,0.0184053254368
193,ACSBG2,chr19:6135643-6193114,54682,2370,60.3307119364,14.6692880636,0.014486765863600001,0.08127146198919999,0.17825157206599998
194,ACSF2,chr17:48503518-48552206,5487,774,0.0,0.0,0.0,0.0,
195,ACSF3,chr16:89160216-89222254,16750,2004,1588.49260778,1011.50739222,1.2452248188600001,6.62748456803,0.187887999749
196,ACSL1,chr4:185676748-185747268,46060,3479,253.86928843099997,673.130711569,0.0723708400007,2.5405184796,0.028486641833900005
197,ACSL3,chr2:223725731-223808119,78027,4254,753.4372234580001,1527.56277654,0.126788406806,4.7149703148199995,0.0268906055266
198,ACSL4,chrX:108884563-108976621,86723,5023,548.8662665869999,2180.13373341,0.0831016464247,5.69898269245,0.0145818387087
199,ACSL5,chr10:114133915-114188138,48829,3103,1348.2704691,5297.729530899999,0.36255723285700003,22.4174075777,0.016173022308700002
200,ACSL6,chr5:131285666-131347761,53396,6155,630.969242118,1682.01900253,0.155158955075,3.5882295797199992,0.04324108912980001
201,ACSM1,chr16:20634558-20702578,65969,2051,29.964201755700003,27.035798244299997,0.0059640351332200005,0.17308160661,0.0344579372125
202,ACSM2A,chr16:20462858-20498991,33169,2964,0.0,0.0,0.0,0.0,
203,ACSM2B,chr16:20548082-20587695,37172,2406,0.0,0.0,0.0,0.0,
204,ACSM3,chr16:20775311-20808479,20758,1411,13.1333333333,136.866666667,0.008307432875629999,1.27364401142,0.00652257051513
205,ACSM4,chr12:7456927-7480969,22299,1743,0.0,0.0,0.0,0.0,
206,ACSM5,chr16:20420855-20452281,29007,2419,0.0,0.0,0.0,0.0,
207,ACSS1,chr20:24986865-25038818,22968,1921,1357.78761979,4556.21238021,0.776222176641,31.1425360812,0.024924822263000003
208,ACSS2,chr20:33462765-33515769,48424,2680,425.01426922,1385.98573078,0.115244506242,6.790493634090001,0.0169714475047
209,ACSS3,chr12:81471808-81649582,174741,3033,0.0,0.0,0.0,0.0,
210,ACTA1,chr1:229566992-229569843,1359,1492,1.2857142857100001,3.7142857142900003,0.012422310890799999,0.032687662572,0.380030565461
211,ACTA2,chr10:90694830-90751147,16351,1306,463.403652676,142.596347324,0.37212814281999995,1.43364823842,0.259567258443
212,ACTB,chr7:5566778-5570232,1642,1812,3239.88146159,128511.11853800001,25.9079678483,931.2362893239999,0.0278210462214
213,ACTC1,chr15:35080296-35087927,3938,3693,0.0,0.0,0.0,0.0,
214,ACTG1,chr17:79476996-79479892,791,1837,346.128792102,56857.871207899996,5.74564282326,406.40479229199997,0.014137733934799999
215,ACTG2,chr2:74120092-74146780,25357,1202,0.0,0.0,0.0,0.0,
216,ACTL6A,chr3:179280707-179306193,23580,1714,854.16158162,1293.83841838,0.475634791298,9.91166480217,0.04798737657
217,ACTL6B,chr7:100240725-100254084,11828,1531,2.3166666666699998,0.683333333333,0.0025717551333200002,0.0058605017099499996,0.438828492952
218,ACTL8,chr1:18081807-18153558,69890,1861,0.0,0.0,0.0,0.0,
219,ACTN1,chr14:69340839-69446083,101453,3644,6009.3291552,15515.670844799999,0.7777472430269999,55.9074354193,0.0139113382181
220,ACTN1-AS1,chr14:69446398-69454180,7183,599,43.0116671517,20.9883328483,0.07862448092230001,0.460074859229,0.170894973601
221,ACTN2,chr1:236849753-236927927,73064,4827,1.0,1.0,0.00017971070036700002,0.0027201952789699998,0.0660653673492
222,ACTN3,chr11:66313865-66330800,13550,2695,5.0,1.0,0.0048451596352799995,0.00487212712861,0.994464944649
223,ACTN4,chr19:39138266-39221171,78951,3954,921.39781624,8185.60218376,0.153238158664,27.1826223013,0.00563735746192
224,ACTR10,chr14:58666832-58702353,33080,2441,412.655148017,1691.34485198,0.163794437125,9.0979127549,0.0180035181187
225,ACTR1A,chr10:104238985-104262512,20654,2873,225.01862035599999,3191.98137964,0.143051253026,14.5882132975,0.00980594745282
226,ACTR1B,chr2:98272401-98280561,5902,2258,1419.73841946,8172.26158054,3.1585409447500004,47.5221086601,0.0664646631599
227,ACTR2,chr2:65454828-65498390,39625,3922,788.642578245,20070.3574218,0.261329433341,67.19313414060001,0.00388922821779
228,ACTR3,chr2:114647510-114719129,65464,5185,1185.62232852,11870.3776715,0.23780512657800001,30.0602894061,0.00791093935807
229,ACTR3B,chr7:152456833-152552464,93414,1826,133.43233039,448.56766961,0.0187554065855,3.22555593054,0.0058146276144100005
230,ACTR3C,chr7:149944300-150020758,54550,1080,106.0,83.0,0.0255145839932,1.00909421922,0.0252846399346
231,ACTR5,chr20:37377096-37401089,21514,2479,1071.66712439,1106.33287561,0.654057793787,5.859852340680001,0.111616770485
232,ACTR6,chr12:100593864-100618202,21719,1775,250.42800870099998,1648.5719912999998,0.15139811091299998,12.1951442302,0.0124146224149
233,ACTR8,chr3:53901093-53916229,11508,3628,177.841959968,1211.15804003,0.202913884148,4.38339814464,0.0462914564119
234,ACTRT3,chr3:169484710-169487683,970,2003,0.0,11.0,0.0,0.0721089409524,0.0
235,ACVR1,chr2:158592957-158732374,135621,2797,712.287000343,1595.71299966,0.068961302776,7.4909982923800005,0.00920588953358
236,ACVR1B,chr12:52345450-52390863,39061,4396,277.393658087,1129.60634191,0.093246073186,3.37401352816,0.027636543958000002
237,ACVR1C,chr2:158383278-158485399,62033,8089,37.0,1082.0,0.00783170500587,1.7563449110799998,0.00445909283333
